lat,lng,sum,adult,animal,children,baby,elderly
-29.9178691,-51.1918139,4,2,0,0,0,2
-29.9166999,-51.1953678,0,0,0,0,0,0
-29.9165165,-51.2011442,7,4,3,0,0,0
-29.9162001,-51.2117591,2,2,0,0,0,0
-29.9159075,-51.2092657,1,0,1,0,0,0
-29.9158364,-51.2119164,3,0,3,0,0,0
-29.915624,-51.202923,4,0,4,0,0,0
-29.9153219,-51.2025516,5,4,0,0,1,0
-29.9152372,-51.209136,12,11,1,0,0,0
-29.914583,-51.195756,5,5,0,0,0,0
-29.9135799,-51.2041206,1,1,0,0,0,0
-29.9133532,-51.1937454,9,0,9,0,0,0
-29.9126952,-51.2200575,4,0,4,0,0,0
-29.9117515,-51.1459819,15,15,0,0,0,0
-29.9114448,-51.2247182,2,0,2,0,0,0
-29.9111939,-51.1479995,11,11,0,0,0,0
-29.9111816,-51.2185461,0,0,0,0,0,0
-29.910995,-51.2134555,32,30,2,0,0,0
-29.910783,-51.208349,7,7,0,0,0,0
-29.9105015,-51.1906296,5,3,0,0,0,2
-29.9104994,-51.2282752,4,3,1,0,0,0
-29.9102946,-51.209555,3,0,3,0,0,0
-29.9101518,-51.1894037,1,1,0,0,0,0
-29.9099575,-51.2158661,50,50,0,0,0,0
-29.909957,-51.2248469,2,2,0,0,0,0
-29.9098509,-51.2225513,10,6,4,0,0,0
-29.9096027,-51.2263536,31,6,20,0,0,5
-29.9096019,-51.219272,25,25,0,0,0,0
-29.909207,-51.2010045,5,3,2,0,0,0
-29.9091412,-51.2127708,2,2,0,0,0,0
-29.9089933,-51.2282343,1,1,0,0,0,0
-29.9089782,-51.2282989,3,2,0,0,0,1
-29.9089234,-51.2118409,1,1,0,0,0,0
-29.9088014,-51.217574,3,3,0,0,0,0
-29.9085958,-51.2222141,8,6,2,0,0,0
-29.9085874,-51.211832,18,15,4,0,0,0
-29.9084967,-51.2076262,10,0,10,0,0,0
-29.9084794,-51.2223469,20,20,0,0,0,0
-29.9084754,-51.216828,3,2,0,0,0,1
-29.9083162,-51.1961065,5,0,5,0,0,0
-29.9082937,-51.2353885,1,1,0,0,0,0
-29.9082759,-51.2191173,40,40,0,0,0,0
-29.9080601,-51.2245546,4,0,4,0,0,0
-29.9079754,-51.2228784,6,0,6,0,0,0
-29.9078747,-51.2149884,12,0,12,0,0,0
-29.9078303,-51.2209936,30,25,0,0,0,5
-29.9077898,-51.1847036,22,19,4,0,0,0
-29.9077831,-51.2163228,36,36,0,0,0,0
-29.9077775,-51.2164075,0,0,0,0,0,0
-29.9074599,-51.2227098,24,20,4,0,0,0
-29.9074259,-51.2253723,1,1,0,0,0,0
-29.907392,-51.19218,3,1,0,0,0,2
-29.9073618,-51.2116672,2,2,0,0,0,0
-29.9073096,-51.2260004,14,14,0,0,0,0
-29.9071065,-51.2277431,4,3,0,0,0,1
-29.9069876,-51.2183814,6,5,1,0,0,0
-29.9068698,-51.2317563,5,0,5,0,0,0
-29.9066163,-51.2274296,1,0,1,0,0,0
-29.9066093,-51.2091431,19,0,19,0,0,0
-29.9065049,-51.2209569,3,0,3,0,0,0
-29.9063654,-51.2263944,22,20,2,0,0,0
-29.9063358,-51.2257818,4,4,0,0,0,0
-29.9062115,-51.1952361,8,0,8,0,0,0
-29.9061885,-51.2312995,13,10,3,0,0,0
-29.9061882,-51.2296858,4,4,0,0,0,0
-29.9058224,-51.2240143,18,15,3,0,0,0
-29.9055537,-51.2221834,15,9,6,0,0,0
-29.9054925,-51.2283979,12,12,0,0,0,0
-29.9052569,-51.2325684,22,21,1,0,0,1
-29.9050149,-51.2220914,9,9,0,0,0,0
-29.9047947,-51.1981505,2,2,0,0,0,0
-29.9047429,-51.1992059,7,7,0,0,0,0
-29.9045434,-51.197696,5,3,2,0,0,0
-29.90435,-51.182761,1,1,0,0,0,0
-29.904172,-51.2195261,4,4,0,0,0,0
-29.904132,-51.219391,5,0,5,0,0,0
-29.9039938,-51.221519,2,0,2,0,0,0
-29.9039644,-51.2210489,2,0,2,0,0,0
-29.9038741,-51.2277028,3,0,3,0,0,0
-29.9038384,-51.2321187,10,0,10,0,0,0
-29.9038161,-51.2247519,4,4,0,0,0,0
-29.9037813,-51.2243502,30,30,0,0,0,0
-29.9037523,-51.1961872,2,0,2,0,0,0
-29.903734,-51.2143555,6,6,0,0,0,0
-29.9037136,-51.2242378,2,0,0,0,0,2
-29.9036598,-51.2183814,5,3,0,0,0,2
-29.9034977,-51.2287541,4,4,0,0,0,0
-29.903463,-51.1808508,10,3,7,0,0,0
-29.9033913,-51.223191,17,13,0,0,1,3
-29.9033713,-51.2091788,3,0,3,0,0,0
-29.9033155,-51.2083673,2,2,0,0,0,0
-29.9032811,-51.2248102,20,20,0,0,0,0
-29.9030896,-51.2239005,17,2,15,0,0,0
-29.9030458,-51.185148,473,473,0,0,0,0
-29.9027729,-51.2051389,1,0,1,0,0,0
-29.9026947,-51.2356457,2,2,0,0,0,0
-29.9025932,-51.239153,1,1,0,0,0,0
-29.9024654,-51.2271713,8,5,2,0,0,1
-29.9024387,-51.1811426,2,0,2,0,0,0
-29.9024355,-51.2281321,6,6,0,0,0,0
-29.9023365,-51.2230147,2,2,0,0,0,0
-29.9021407,-51.2324355,12,12,0,0,0,0
-29.902045,-51.2265531,10,9,0,0,0,1
-29.9019346,-51.2233281,5,5,0,0,0,0
-29.901909,-51.194685,2,0,2,0,0,0
-29.9017464,-51.2216595,5,5,0,0,0,0
-29.9016455,-51.214784,2,1,1,0,0,0
-29.9014467,-51.2141904,1,0,1,0,0,0
-29.9012808,-51.225219,5,5,0,0,0,0
-29.90127,-51.204697,2,1,0,0,0,1
-29.9012304,-51.2299513,2,1,0,0,0,1
-29.9012033,-51.2134555,5,5,0,0,0,0
-29.9009836,-51.2277098,400,400,0,0,0,0
-29.9009697,-51.2256176,3,3,0,0,0,0
-29.9009664,-51.2227062,8,6,0,0,0,2
-29.9009234,-51.1890349,4,1,0,0,1,2
-29.9009208,-51.2277752,400,400,0,0,0,0
-29.9007092,-51.2266693,10,6,2,0,0,2
-29.9004532,-51.2182077,5,0,5,0,0,0
-29.9003953,-51.2295836,3,3,0,0,0,0
-29.9003716,-51.1992369,3,0,3,0,0,0
-29.9002081,-51.2138401,1,1,0,0,0,0
-29.9000235,-51.2346027,2,0,2,0,0,0
-29.8999356,-51.1955984,2,2,0,0,0,0
-29.8998548,-51.228357,2,0,2,0,0,0
-29.8993048,-51.2192039,6,0,5,0,0,1
-29.899284,-51.230587,2,2,0,0,0,0
-29.8992135,-51.2188059,8,1,6,0,0,0
-29.8990217,-51.2910903,4,2,2,0,0,0
-29.8985265,-51.1690576,2,0,0,0,0,2
-29.8982537,-51.2165827,5,0,5,0,0,0
-29.8980486,-51.2015334,7,7,0,0,0,0
-29.897552,-51.2137719,5,2,2,0,0,0
-29.8972835,-51.1299954,2,2,0,0,0,0
-29.8962356,-51.2268693,8,3,3,0,1,1
-29.8914008,-51.1219552,5,5,0,0,0,0
-29.8876444,-51.1802104,4,4,0,0,0,0
-29.8767075,-51.1666641,12,12,0,0,0,0
-29.876707,-51.2558063,5,3,2,0,0,0
-29.8612467,-51.1526791,11,8,1,0,2,0
-29.8586476,-51.1744438,1,1,0,0,0,0
-29.848869,-51.1836424,1,0,1,0,0,0
